procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2 198160 220583008  31944 33447772    3    4   692  1648    0    0 23  4 69  3  0
 4 48 198160 220124704  32160 33453028    0    0 252049 121671 66824 119534  3  1 74 22  0
 5 43 198160 219817056  32160 33452900    0    0 281408 183750 84657 157463  4  2 58 36  0
 5 48 198160 219549104  32160 33452812    0    0 244064 219118 77931 149377  4  2 58 35  0
 2 44 198160 219276176  32160 33452780    0    0 247952 221743 79184 155905  4  2 60 34  0
 0 49 198160 219003376  32160 33452780    0    0 255296 209979 82536 160486  5  2 59 34  0
 3 46 198160 218741488  32168 33452780    0    0 247840 214235 86140 171141  5  2 58 35  0
 0 43 198160 218477232  32168 33452780    0    0 249168 219488 82123 165748  5  2 58 35  0
 6 45 198160 218198000  32168 33452780    0    0 253296 209471 89389 182794  5  2 58 35  0
 8 44 198160 217941440  32168 33452780    0    0 242112 227013 87072 174906  5  2 58 34  0
 4 43 198160 217674464  32168 33452780    0    0 246832 215298 91028 186092  6  2 57 35  0
 6 44 198160 217350576  32176 33452784    0    0 302640 159166 114407 232876  8  3 55 35  0
13 36 198160 216914464  32176 33452784    0    0 405536 46895 152994 308611  9  3 55 33  0
 6 35 198160 216472160  32176 33452784    0    0 416288 34715 161879 328409 10  3 54 33  0
 9 40 198160 216028496  32176 33452784    0    0 415968 35301 172172 347919 10  3 54 33  0
12 34 198160 215588416  32176 33452784    0    0 411216 39524 175510 351937 11  4 53 33  0
 9 43 198160 215141392  32176 33452784    0    0 418784 32127 183822 382192 11  4 52 32  0
 4 44 198160 214715200  32184 33452784    0    0 392848 60797 182323 376603 12  4 52 33  0
 8 38 198160 214281824  32184 33452784    0    0 386352 64637 185580 385453 12  4 53 32  0
11 32 198160 213879200  32184 33452696    0    0 371664 78507 171903 357435 11  4 52 33  0
 5 37 198160 213469376  32184 33452696    0    0 377120 74530 189416 394222 13  4 51 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14 34 198160 213057328  32184 33452696    0    0 378032 74416 197892 413685 13  4 51 32  0
 8 38 198160 212651232  32192 33452688    0    0 375200 77835 207795 433250 14  4 50 33  0
 2 35 198160 212236960  32192 33452680    0    0 380400 69729 212746 443329 15  4 49 32  0
 8 37 198160 211822560  32192 33452680    0    0 384528 65674 233005 488679 15  5 48 32  0
15 29 198160 211406368  32192 33452600    0    0 381664 68587 236364 493840 16  5 47 33  0
 9 27 198160 210990096  32192 33452600    0    0 384400 60856 238401 499392 16  5 46 33  0
11 29 198160 210598560  32192 33452552    0    0 361328 88765 221568 464315 14  4 49 32  0
10 31 198160 210180672  32200 33452552    0    0 385392 61212 263544 553191 18  5 44 32  0
13 25 198160 209778416  32200 33452552    0    0 367024 81499 254933 535612 18  5 44 33  0
25 22 198160 209383616  32200 33452544    0    0 364256 81172 265994 559954 18  5 43 33  0
14 28 198160 208953952  32200 33452544    0    0 393808 49378 292594 614733 20  6 42 33  0
12 27 198160 208551072  32200 33452540    0    0 370192 73646 280642 592041 20  6 42 33  0
12 26 198160 208147952  32208 33452540    0    0 371984 66201 301773 635868 22  6 39 33  0
 9 21 198160 207747056  32208 33452540    0    0 372160 70904 306704 646164 21  6 39 33  0
16 28 198160 207349760  32208 33452540    0    0 363200 76924 309093 651811 23  6 38 33  0
14 21 198160 206959168  32208 33452540    0    0 361696 77987 320339 677841 23  6 38 33  0
15 26 198160 206558880  32208 33452560    0    0 364144 70901 327750 694248 25  7 36 31  0
14 20 198160 206165184  32208 33452560    0    0 365328 70491 338383 716679 24  7 37 32  0
19 20 198160 205759728  32216 33451668    0    0 372304 56246 354353 761487 27  8 36 30  0
21 21 198160 205367584  32216 33449716    0    0 364608 65131 360864 761494 27  8 35 30  0
17 20 198160 204977216  32216 33449748    0    0 360560 69334 371302 789188 27  8 35 30  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
26 18 198160 204588976  32216 33449740    0    0 356160 73864 370165 785842 29  8 35 29  0
26 31 198160 204262112  32216 33449740    0    0 309472 127568 326031 691255 25  7 39 29  0
