procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  3 168844 217160048  33092 33413680    4    4   674  1473    0    0 23  4 69  4  0
 5 44 168844 216687552  34192 33421032    0    0 252136 115312 69498 124459  3  1 73 22  0
 5 42 168844 216394544  34964 33423848    0    0 261716 206280 85760 159676  4  2 60 34  0
 2 38 168844 216108608  35716 33426660    0    0 251928 217588 88031 165558  5  2 58 34  0
 0 44 168844 215832448  36444 33429612    0    0 245988 220608 82754 162652  5  2 60 33  0
 4 41 168844 215570688  37176 33433144    0    0 240440 225656 86252 171561  5  2 58 35  0
 4 41 168844 215326784  37872 33436368    0    0 222968 252776 81554 163237  5  2 59 34  0
 0 37 168844 215080896  38568 33439500    0    0 221832 254452 80625 159621  5  2 60 33  0
13 35 168844 214824816  39316 33443256    0    0 238740 229224 88458 179236  6  2 58 34  0
 6 41 168844 214556496  40044 33446956    0    0 235704 232932 83360 170531  5  2 59 34  0
 0 36 168844 214285184  40820 33451080    0    0 247512 218372 92946 190904  6  2 58 34  0
13 31 168844 213888512  41940 33457504    0    0 362768 92368 137163 283271  9  3 56 32  0
 7 35 168844 213434784  43244 33465364    0    0 415344 39800 165690 342074 11  4 53 32  0
20 34 168844 212991488  44528 33473024    0    0 405204 48056 172519 356215 11  4 53 32  0
 6 40 168844 212538272  45836 33481332    0    0 413632 40200 169157 349535 11  3 53 32  0
10 32 168844 212082320  47180 33490288    0    0 412656 40664 189116 392689 13  4 52 32  0
10 22 168844 211646464  48516 33499384    0    0 390800 61896 180254 375052 12  4 52 32  0
10 28 168844 211186464  49868 33509108    0    0 408164 45284 191659 397628 14  4 51 31  0
17 26 168844 210740192  51244 33519020    0    0 399152 54016 201764 420123 15  4 49 32  0
12 34 168844 210290688  52688 33529748    0    0 399632 50836 215464 447136 15  5 48 32  0
 8 22 168844 209855696  54088 33540300    0    0 387988 62844 208177 431317 15  4 48 33  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 40 168844 209402208  55588 33552600    0    0 401696 48340 224463 467679 16  5 47 33  0
13 24 168844 208943904  57144 33564796    0    0 406064 39708 227510 472314 17  5 46 32  0
12 22 168844 208494272  58752 33578080    0    0 398496 48496 237698 494645 17  5 45 33  0
14 31 168844 208038064  60408 33591996    0    0 402480 41320 264704 553866 20  5 42 33  0
14 24 168844 207609776  62028 33606820    0    0 377780 65796 256845 537102 19  5 43 33  0
17 21 168844 207158416  63780 33621664    0    0 400784 41924 276596 579942 20  6 41 33  0
22 16 168844 206725024  65508 33637332    0    0 380016 62812 270953 566973 21  5 41 33  0
12 23 168844 206280720  67324 33653964    0    0 387696 51180 292021 612683 22  6 39 32  0
23 19 168844 205829968  69220 33672700    0    0 393456 40720 313364 659614 24  6 38 32  0
 5 28 168844 205387840  71112 33691368    0    0 386276 47760 314511 662325 24  7 38 31  0
 1 29 168844 204967200  72928 33709740    0    0 366096 65880 340763 681552 24  7 38 31  0
