procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  3 168844 220117264  33332 33417356    4    4   679  1505    0    0 23  4 69  4  0
 2 46 168844 219675152  34148 33422600    0    0 246912 112528 62250 111537  3  2 75 20  0
 3 43 168844 219382384  34864 33424056    0    0 248596 213380 82246 150502  3  2 60 35  0
 6 42 168844 219098432  35648 33423564    0    0 268760 199332 84607 161430  5  2 58 35  0
11 39 168844 218812992  36364 33423708    0    0 250388 219888 86758 166512  5  2 59 35  0
 3 40 168844 218558176  37052 33423664    0    0 241992 227112 81395 156843  4  2 59 35  0
 1 50 168844 218297760  37780 33423584    0    0 239656 229636 90314 171362  5  2 58 35  0
 5 38 168844 218026576  38536 33423584    0    0 256356 208380 96756 186619  6  2 58 34  0
 3 31 168844 217750432  39292 33423596    0    0 241816 226876 90792 182280  6  2 58 34  0
 2 24 168844 217505776  40016 33423312    0    0 223992 245384 88432 180906  5  2 59 34  0
 2 41 168844 217254800  40740 33423216    0    0 237284 234880 91838 187099  6  2 58 34  0
 8 34 168844 216905504  41744 33423116    0    0 324164 133956 122689 249330  7  3 56 34  0
 4 38 168844 216483648  42940 33423148    0    0 394452 61336 151459 311370  8  3 56 33  0
13 31 168844 216055232  44196 33423068    0    0 403888 50036 157547 325492  9  3 55 33  0
 4 37 168844 215608336  45476 33423144    0    0 410624 42976 166566 344394 10  4 54 32  0
12 37 168844 215190208  46700 33423248    0    0 389008 63816 168270 348380 10  3 54 33  0
 1 43 168844 214741568  47992 33423360    0    0 408336 46336 176804 365215 11  4 52 32  0
29 39 168844 214313648  49284 33423352    0    0 398068 56188 187388 389550 12  4 52 32  0
 6 27 168844 213887952  50592 33423416    0    0 394640 57672 188761 391550 12  4 52 32  0
 1 42 168844 213444528  51916 33423580    0    0 401344 51624 192961 402150 12  4 51 33  0
 7 42 168844 213018848  53268 33423684    0    0 395968 56540 199476 415064 13  4 51 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9 40 168844 212592960  54632 33423216    0    0 383988 67632 207211 428042 14  5 49 32  0
 5 35 168844 212140480  56144 33423272    0    0 417040 32036 234758 489100 15  5 48 32  0
 3 31 168844 211701280  57624 33423408    0    0 398544 51968 229721 478651 16  5 47 32  0
13 33 168844 211267152  59128 33423556    0    0 400144 48780 242344 506509 16  5 47 33  0
 6 31 168844 210826080  60672 33423720    0    0 399760 49664 240262 501221 17  5 45 33  0
15 28 168844 210402992  62276 33423916    0    0 387892 58236 263748 552087 19  6 43 33  0
14 20 168844 209978416  63884 33424016    0    0 384992 61760 260445 545119 18  6 43 33  0
11 24 168844 209559168  65524 33424216    0    0 382128 64572 272773 571904 19  5 43 33  0
14 25 168844 209132496  67188 33424316    0    0 391456 52152 287564 604220 21  5 42 32  0
11 33 168844 208698368  69012 33424612    0    0 397316 43304 309968 650968 22  6 40 32  0
26 31 168844 208276512  70824 33424768    0    0 385184 53796 312788 658722 22  6 40 32  0
18 23 168844 207848720  72664 33425228    0    0 388432 49684 318739 671422 22  6 39 32  0
17 23 168844 207448816  74440 33425260    0    0 368272 69308 319380 673507 23  7 39 32  0
21 21 168844 207033920  76280 33425600    0    0 376496 58284 331089 697017 24  6 38 32  0
13 26 168844 206621376  78132 33425848    0    0 379860 54568 346139 731233 25  7 37 31  0
21 19 168844 206211680  79964 33426328    0    0 368736 63832 358352 757384 27  7 36 30  0
14 23 168844 205794528  81884 33426476    0    0 387024 41888 384150 813425 28  8 35 29  0
13 19 168844 205375168  83760 33426884    0    0 377424 50304 384723 814852 28  8 35 29  0
 8 32 168844 205039376  85348 33426996    0    0 308816 125484 326434 690513 24  7 40 29  0
 2 28 168844 204711152  86884 33427320    0    0 296736 136716 311801 660711 23  6 41 31  0
 3 30 168844 204389616  88496 33427380    0    0 301972 130924 326586 691524 24  7 40 29  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
29 18 168844 204112096  89904 33427740    0    0 251232 185440 277149 587479 20  6 45 29  0
13 27 168844 203783136  91532 33427912    0    0 306720 121872 351736 744787 26  8 38 28  0
15 27 168844 203461344  93084 33428268    0    0 291136 140640 337321 716806 25  7 39 28  0
18 15 168844 203136592  94740 33428404    0    0 307780 123672 354038 752980 26  7 39 28  0
23 21 168844 202804528  96192 33428804    0    0 301664 121216 357271 760838 27  8 38 28  0
23 13 168844 202481248  97320 33428924    0    0 303936 122108 362154 769561 27  8 37 28  0
 3 12 168844 202165920  98412 33429336    0    0 289696 140352 354882 738291 26  8 40 27  0
11 20 168844 201841408  99468 33429388    0    0 307056 116420 395637 808125 29  8 37 26  0
11 31 168844 201496192 100612 33429736    0    0 306032 115040 398619 807057 30  8 36 26  0
12 29 168844 201173680 101832 33429892    0    0 305824 117532 377389 804956 29  8 36 26  0
10 29 168844 200849664 102716 33430248    0    0 299888 121300 385292 824550 29  8 37 26  0
24 26 168844 200536192 103404 33430468    0    0 290688 133672 373773 799255 28  8 38 26  0
16 33 168844 200206848 104124 33430692    0    0 306928 111600 391207 836336 29  8 37 25  0
 6 33 168844 199897216 104896 33430848    0    0 292400 127368 384670 823112 29  8 37 26  0
11 17 168844 199575568 105648 33431064    0    0 303424 114740 398897 856972 32  9 36 24  0
18 27 168844 199255024 106420 33431312    0    0 295584 121860 404648 871835 31  9 35 25  0
14 22 168844 198938208 107304 33431568    0    0 300116 116960 401177 862755 31  9 36 24  0
 6 28 168844 198622000 108072 33431756    0    0 294352 120952 406677 873030 32  9 35 24  0
 8 26 168844 198319808 108712 33432008    0    0 287840 127588 400010 861073 31  9 35 24  0
10 21 168844 198012544 109352 33432116    0    0 288032 125832 406892 881114 33  9 35 23  0
 4 26 168844 197695104 109992 33432360    0    0 297904 117956 417372 900849 33  9 35 23  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9 22 168844 197384480 110744 33432476    0    0 293632 119368 416854 901969 33  9 35 23  0
 3 33 168844 197129536 111488 33432736    0    0 239472 186400 321636 690035 25  7 43 25  0
 5 31 168844 196814336 112268 33432872    0    0 294608 118792 399239 858796 32  8 36 24  0
15 20 168844 196513264 113016 33433000    0    0 286548 122240 415282 901371 34  9 34 23  0
17 26 168844 196213680 113840 33433184    0    0 282544 124248 417920 907865 34  9 35 22  0
 6 28 168844 195915584 114596 33433404    0    0 278752 127780 418884 914101 35 10 34 22  0
25 25 168844 195619472 115304 33433524    0    0 279152 130264 424626 918399 34  9 35 21  0
19 21 168844 195323856 116408 33433648    0    0 279840 126840 421944 916048 34  9 35 22  0
25 21 168844 195031584 117520 33433776    0    0 276064 133180 391579 843183 31  9 37 24  0
14 23 168844 194731504 118592 33434048    0    0 281184 133908 411127 889264 33  9 36 22  0
 9 12 168844 194441472 119500 33434136    0    0 275428 133424 410975 889939 33  9 36 22  0
21 22 168844 194159744 120152 33434276    0    0 266080 145396 406437 886491 33  9 37 21  0
10 22 168844 193860768 121032 33434368    0    0 284048 121868 434230 947457 35 10 33 21  0
23 15 168844 193574704 121916 33434456    0    0 272784 137112 413240 901751 33 10 36 21  0
22 16 168844 193293344 122688 33434636    0    0 262272 136292 415219 912851 35 10 34 21  0
22 18 168844 193012992 123404 33434724    0    0 265248 141592 411056 899438 34  9 36 21  0
20 26 168844 192729408 124208 33434868    0    0 266992 131904 428083 941475 36 10 34 21  0
 4 26 168844 192445072 124872 33434928    0    0 268112 132148 420432 926132 35 10 35 20  0
22 18 168844 192165696 125612 33434952    0    0 258880 135596 401334 927593 37 11 35 18  0
 3 32 168844 191890256 126388 33434052    0    0 263840 132108 440121 978531 38 11 32 19  0
17 26 168844 191614000 127012 33434188    0    0 260752 133028 426750 957411 38 10 34 18  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
