procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2 168844 218310256  31668 33434304    3    4   687  1589    0    0 23  4 69  4  0
 2 47 168844 217839840  31888 33440376    0    0 250297 122616 71065 127434  3  2 73 22  0
 6 40 168844 217536528  31888 33442940    0    0 265632 202536 82836 155620  5  2 59 34  0
 3 42 168844 217252192  31888 33445848    0    0 253696 213180 85690 164206  5  2 58 35  0
 3 49 168844 216981616  31888 33449040    0    0 242464 225966 80227 154483  5  2 59 35  0
 9 37 168844 216727408  31896 33452024    0    0 233712 233897 82923 162986  6  2 58 34  0
 5 42 168844 216471984  31896 33455512    0    0 232288 237192 87013 173924  5  2 59 35  0
 4 47 168844 216218640  31896 33458932    0    0 230720 240017 87697 171214  5  2 59 34  0
 1 46 168844 215960448  31896 33463328    0    0 236384 232011 83908 172910  6  2 59 33  0
 0 37 168844 215709600  31896 33466956    0    0 230688 235919 89458 183850  5  2 58 35  0
11 41 168844 215424288  31896 33471468    0    0 261120 204767 101218 206483  7  2 57 34  0
11 38 168844 215046208  31904 33477148    0    0 347728 108955 129836 267210  8  3 56 34  0
 7 34 168844 214593600  31904 33484700    0    0 414016 38015 163416 338541 10  4 54 32  0
 7 43 168844 214134432  31904 33492524    0    0 422400 26144 166653 344012 11  3 54 32  0
10 27 168844 213691744  31904 33500356    0    0 404688 46254 161401 334541 10  3 54 32  0
14 35 168844 213240256  31904 33508660    0    0 411392 38543 172779 358859 11  4 53 32  0
11 32 168844 212803168  31912 33517380    0    0 392688 55400 173960 361578 12  4 52 32  0
15 29 168844 212369040  31912 33526572    0    0 394288 55368 187720 390018 12  4 51 33  0
11 41 168844 211912096  31912 33536880    0    0 405920 43989 197079 410453 13  4 51 32  0
16 37 168844 211462352  31912 33547572    0    0 404336 44664 209769 438407 14  4 49 32  0
 7 36 168844 211019424  31912 33558484    0    0 393632 57098 215835 448996 16  5 48 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10 28 168844 210573888  31916 33570104    0    0 399360 49630 219450 458388 15  5 48 32  0
