procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  2 168844 218881696  33304 33412664    4    4   677  1492    0    0 23  4 69  4  0
 3 45 168844 218365808  34192 33419480    0    0 264216 122304 76698 136686  5  2 70 23  0
 8 39 168844 218063440  34936 33420632    0    0 255540 208448 80831 151696  4  2 59 34  0
 0 46 168844 217798080  35684 33420608    0    0 253064 207712 87191 163299  4  2 60 34  0
 2 45 168844 217539552  36384 33420696    0    0 227252 243636 80725 158784  5  2 58 35  0
 0 48 168844 217272448  37136 33420720    0    0 248584 215128 88126 171938  5  2 58 35  0
 2 39 168844 216998160  37920 33420748    0    0 254680 215316 87561 174184  5  2 59 34  0
 2 43 168844 216733664  38652 33420796    0    0 241956 228608 86028 174591  5  2 58 35  0
 2 38 168844 216480960  39372 33420768    0    0 238488 224584 83421 169784  5  2 58 35  0
 8 37 168844 216221184  40116 33420880    0    0 238568 232028 90167 185296  5  2 58 35  0
 2 44 168844 215959664  40864 33420560    0    0 241044 224888 81420 166990  5  2 59 34  0
 9 35 168844 215625616  41852 33420412    0    0 315796 142268 116022 239419  7  3 57 34  0
 9 40 168844 215177968  43100 33420292    0    0 417504 36464 164941 338751 10  4 54 33  0
 7 40 168844 214747328  44320 33420408    0    0 396660 56636 162407 335918 10  3 54 33  0
 8 36 168844 214304032  45600 33420356    0    0 417616 36508 164283 339605 10  4 54 32  0
 5 36 168844 213880064  46828 33420460    0    0 391952 64948 164236 338051 10  4 54 33  0
 9 33 168844 213458352  48084 33420432    0    0 393664 60972 170699 354430 10  4 53 33  0
11 38 168844 213020880  49392 33420552    0    0 399728 53716 187110 388616 13  4 52 32  0
13 34 168844 212583280  50724 33420556    0    0 407572 45908 190257 395735 13  4 51 32  0
 9 37 168844 212150000  52040 33420504    0    0 389152 62556 196912 408843 13  4 50 32  0
 8 37 168844 211732128  53388 33420464    0    0 389568 63184 202945 420794 13  4 50 33  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15 30 168844 211298864  54748 33420620    0    0 392160 62552 208202 433469 14  4 49 33  0
14 31 168844 210857296  56188 33420620    0    0 405524 46764 225900 470904 16  5 47 32  0
 7 28 168844 210410880  57684 33420720    0    0 406240 44084 245661 503104 17  5 46 32  0
12 26 168844 209985568  59156 33420796    0    0 395360 55992 240040 478798 15  5 47 33  0
24 27 168844 209541888  60668 33420948    0    0 400096 47792 243566 508247 16  5 46 33  0
14 24 168844 209127728  62168 33420988    0    0 380512 68512 242119 507143 17  5 46 33  0
 2 33 168844 208699056  63808 33421152    0    0 390612 57172 266873 557431 18  5 43 33  0
11 19 168844 208280432  65440 33421464    0    0 378960 69404 268434 564350 18  6 44 33  0
 9 29 168844 207857344  67192 33421296    0    0 388928 53728 290540 611099 20  6 41 33  0
26 26 168844 207416544  68976 33421664    0    0 395472 45644 304210 640175 21  7 40 32  0
14 30 168844 207003872  70756 33421648    0    0 383536 58380 302320 637274 21  6 40 32  0
12 28 168844 206578544  72564 33421992    0    0 382052 58120 325647 686157 23  6 38 32  0
15 26 168844 206172320  74392 33422100    0    0 376848 62216 317777 670731 23  6 39 32  0
18 25 168844 205757296  76212 33422424    0    0 374288 61880 327934 691329 24  7 38 32  0
15 25 168844 205336672  78100 33422512    0    0 385872 46596 346471 730636 25  7 36 31  0
28 26 168844 204920416  79972 33422828    0    0 377040 55460 356107 753843 26  7 36 31  0
19 21 168844 204511712  81856 33422940    0    0 377860 52116 374216 791486 27  8 35 30  0
20 26 168844 204098416  83760 33423324    0    0 378512 47700 386081 818753 29  8 35 28  0
19 26 168844 203701392  85596 33423528    0    0 363120 65992 383233 808237 28  8 35 29  0
24 15 168844 203362624  87184 33423756    0    0 302960 130068 318950 677254 23  7 41 29  0
 3  8 168844 203082032  88636 33423948    0    0 257444 180716 286837 609217 20  6 45 29  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
34 26 168844 202765456  90240 33424132    0    0 293508 137472 328706 696568 25  7 40 28  0
19 21 168844 202434128  91888 33424336    0    0 306784 126160 346233 735085 26  7 39 28  0
32 18 168844 202107136  93496 33424580    0    0 299056 130288 342938 728469 26  7 39 28  0
24 23 168844 201792928  95080 33424768    0    0 295984 133732 342528 726060 26  7 39 28  0
 8 30 168844 201459120  96384 33425104    0    0 305456 125716 367648 782395 28  8 38 27  0
27 21 168844 201129024  97480 33425280    0    0 306944 119416 368897 785334 28  8 37 27  0
12 33 168844 200806256  98588 33425492    0    0 302064 122792 370876 789351 28  8 38 26  0
29 19 168844 200482496  99716 33425620    0    0 303232 115032 380269 813177 29  8 37 26  0
27 16 168844 200148448 100912 33425944    0    0 307520 114752 383834 820380 29  8 37 25  0
40 13 168844 199830256 102068 33426164    0    0 296612 126932 372905 797079 28  8 37 26  0
29 17 168844 199507360 103028 33426328    0    0 302016 118976 390183 832330 29  9 37 25  0
30 16 168844 199183472 103600 33426620    0    0 305552 119408 393492 841281 30  9 36 26  0
32 22 168844 198871744 104416 33426800    0    0 292320 127100 380989 815487 29  8 37 26  0
44 21 168844 198545616 105216 33426976    0    0 303232 116652 391919 837652 30  8 37 25  0
34 17 168844 198220864 106104 33427100    0    0 308384 112316 411065 880851 32  9 35 24  0
31 17 168844 197902048 106956 33427356    0    0 295872 124248 401632 859700 32  9 35 24  0
26 15 168844 197584128 107852 33427520    0    0 297376 115840 397049 854653 31  8 37 24  0
34 26 168844 197267920 108512 33427688    0    0 296224 120320 401120 862344 31  9 36 24  0
33 16 168844 196961760 109116 33427824    0    0 289200 128028 394004 846297 31  9 37 24  0
34 17 168844 196638240 110020 33428000    0    0 297984 116116 412601 890497 34  9 34 23  0
26 24 168844 196323168 110748 33426700    0    0 295456 120204 410858 884011 33  9 35 23  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
28 15 168844 196015040 111540 33426680    0    0 292096 120304 416455 898941 33  9 34 23  0
32 20 168844 195755136 112136 33426864    0    0 242948 185932 337293 721933 26  7 45 22  0
36 13 168844 195440304 112836 33426992    0    0 299328 113280 424260 914378 34  9 35 22  0
39 13 168844 195129056 113640 33427204    0    0 286160 128048 398031 855304 31  9 36 24  0
43 11 168844 194827744 114564 33427284    0    0 289504 121084 425446 915037 34 10 34 22  0
37 17 168844 194520448 115208 33427484    0    0 288656 124744 403016 868910 32  9 36 24  0
33 25 168844 194213440 115824 33427648    0    0 291952 117056 435540 944012 35 10 34 21  0
35 19 168844 193912128 116668 33427756    0    0 281680 126832 424788 926946 34 10 34 21  0
20 19 168844 193622704 117508 33427788    0    0 279856 130764 422567 921116 34  9 35 21  0
26 12 168844 193324992 118708 33427948    0    0 276288 132308 413226 895283 33  9 35 22  0
23 24 168844 193032832 119900 33428012    0    0 280640 130788 420714 911047 34  9 35 22  0
36  8 168844 192739200 120820 33428276    0    0 270400 132236 419290 917934 34 10 35 21  0
43 15 168844 192458976 121784 33428344    0    0 273104 128000 430245 950312 36 10 34 20  0
34 18 168844 192165936 122700 33428564    0    0 268304 132232 427131 937914 35 10 35 21  0
34 17 168844 191888816 123336 33428644    0    0 270884 136484 418008 914581 34 10 35 21  0
36 14 168844 191594944 123988 33428716    0    0 271856 136256 424728 925451 34 10 35 21  0
35 11 168844 191311488 124648 33428800    0    0 271152 136108 415586 911912 34 10 35 21  0
18 26 168844 191016736 125412 33428904    0    0 275328 128800 431836 953072 37 10 34 20  0
36 15 168844 190736384 126220 33428956    0    0 274624 128384 433592 951492 36 10 34 20  0
34 20 168844 190442128 126996 33429160    0    0 269488 136448 422156 925832 35 10 35 20  0
27 15 168844 190164848 127640 33429192    0    0 273776 128364 431503 946162 36 10 34 20  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
31 15 168844 189925152 128076 33429308    0    0 219424 195452 355105 787514 30  8 44 17  0
28 31 168844 189654592 128520 33429364    0    0 266464 129696 448645 1000201 39 11 32 18  0
42 12 168844 189370880 129028 33429456    0    0 257472 134120 428847 961651 37 10 34 19  0
30 13 168844 189103776 129472 33429484    0    0 259872 133852 431402 964602 38 10 33 19  0
50  4 168844 188826656 129928 33429600    0    0 260384 133540 435978 976702 38 11 33 18  0
42 14 168844 188548896 130332 33429620    0    0 263456 133984 431006 960115 37 10 34 19  0
48  8 168844 188272640 130796 33429708    0    0 258608 129948 446535 1005450 39 11 32 18  0
42  7 168844 188008128 131180 33429788    0    0 256240 134500 438469 992474 39 11 33 17  0
53 10 168844 187738928 131432 33429892    0    0 252368 134980 436212 995535 40 11 32 17  0
45  7 168844 187481744 131732 33429888    0    0 248996 138928 429206 969860 39 10 33 18  0
16 27 168844 187213664 132132 33429908    0    0 247648 140136 436675 1001247 40 11 32 17  0
46 11 168844 186940368 132700 33430032    0    0 262768 130804 442695 986306 38 11 33 18  0
46  8 168844 186666064 133144 33430104    0    0 259856 131028 443253 1008813 40 11 32 17  0
32 14 168844 186394400 133524 33430080    0    0 260096 131640 435240 987478 40 11 32 17  0
26 21 168844 186125712 134112 33430080    0    0 254656 135292 428968 975800 40 10 33 17  0
