procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  3 205072 222710272  31144 33476540    2    2   477  1146    0    0 16  3 79  2  0
 2 49 205072 222255536  31488 33482712    0    0 253521 113149 66510 119858  2  1 75 21  0
 7 36 205072 221954416  31488 33482812    0    0 262704 201486 79492 145016  4  2 59 35  0
 5 45 205072 221676640  31488 33481788    0    0 261856 201427 76159 144983  4  2 60 34  0
 0 48 205072 221410416  31488 33481708    0    0 242608 227169 78883 151850  4  2 60 35  0
10 37 205072 221139600  31488 33481692    0    0 253360 213119 82499 163515  4  2 59 35  0
 6 35 205072 220862944  31496 33481680    0    0 259328 204652 78172 157178  4  2 59 35  0
 1 44 205072 220609120  31496 33481680    0    0 254976 209150 82056 165386  4  2 60 34  0
 0 51 205072 220310288  31496 33481684    0    0 266128 194203 85336 174692  5  2 59 34  0
 9 44 205072 220059424  31496 33481684    0    0 234288 233850 83199 171476  5  2 58 35  0
 0 40 205072 219810320  31496 33481684    0    0 234128 234087 84471 174303  5  2 59 34  0
 0 42 205072 219476880  31504 33481684    0    0 313216 147155 112398 232272  6  2 58 34  0
 8 41 205072 219053296  31504 33481684    0    0 397744 55801 146794 303736  8  3 55 33  0
 1 50 205072 218621776  31504 33481684    0    0 402256 48706 168432 349650 10  4 54 33  0
10 40 205072 218170048  31504 33481684    0    0 423648 26306 173992 361550 10  4 54 33  0
 7 44 205072 217721536  31504 33481684    0    0 420416 31143 165617 343204  9  4 54 33  0
 5 43 205072 217294944  31512 33481580    0    0 397616 55823 158000 328615  9  3 55 33  0
16 27 205072 216848176  31512 33481588    0    0 414592 36317 170649 354656 10  3 54 33  0
 5 35 205072 216418144  31512 33481596    0    0 384720 69068 175764 366517 11  4 53 32  0
14 30 205072 216013152  31512 33481612    0    0 372224 78191 177667 370229 11  4 53 33  0
 5 33 205072 215595776  31512 33481616    0    0 385936 66240 180845 377953 11  4 53 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10 40 205072 215191056  31516 33481608    0    0 370448 82979 200471 417262 12  4 50 33  0
 9 30 205072 214777504  31520 33481500    0    0 381056 70208 199016 415939 12  4 51 33  0
 7 37 205072 214351072  31520 33481512    0    0 392416 58443 216001 452076 13  4 50 33  0
14 33 205072 213940128  31520 33481512    0    0 376352 74578 221959 459476 14  5 49 33  0
16 32 205072 213512960  31520 33481516    0    0 394208 55059 237924 498262 15  5 47 33  0
 9 33 205072 213107552  31520 33481444    0    0 372128 75651 241685 506839 16  5 46 33  0
14 27 205072 212705056  31528 33481448    0    0 369600 79294 245543 515622 16  5 46 33  0
16 29 205072 212281600  31528 33481448    0    0 391632 55939 259079 545316 17  6 45 32  0
13 24 205072 211881568  31528 33481460    0    0 364592 82585 258096 542195 17  5 45 33  0
21 23 205072 211483168  31528 33481472    0    0 367360 78514 275976 582346 18  5 43 34  0
16 38 205072 211070464  31528 33481488    0    0 378768 66259 277820 584606 19  6 43 32  0
26 20 205072 210658304  31536 33481488    0    0 378192 63321 300600 634303 21  6 40 32  0
18 26 205072 210259616  31536 33481376    0    0 366672 75539 299838 632139 21  6 41 33  0
15 25 205072 209869888  31536 33481388    0    0 357936 83600 296129 625795 20  6 41 32  0
29 26 205072 209459328  31536 33481400    0    0 376880 63725 314410 663560 22  6 39 33  0
16 30 205072 209063248  31536 33481420    0    0 364784 75957 323895 683620 23  7 38 32  0
20 23 205072 208673776  31544 33481356    0    0 358224 79880 329192 692340 23  7 38 32  0
26 27 205072 208275008  31544 33481340    0    0 367808 68415 338148 717542 24  7 38 31  0
23 24 205072 207870000  31544 33481248    0    0 374832 58243 363994 770902 27  7 35 31  0
28 22 205072 207476928  31544 33481260    0    0 363456 70054 354246 752763 26  7 36 31  0
27 17 205072 207090416  31544 33481284    0    0 358112 69810 379604 803759 28  8 34 30  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
13 25 205072 206701536  31548 33481200    0    0 359360 70315 367077 779522 27  7 35 30  0
21 19 205072 206371936  31552 33481240    0    0 304944 133130 323847 683114 24  7 40 28  0
24 22 205072 205993120  31552 33481240    0    0 350496 78634 377895 804400 28  8 35 29  0
38 11 205072 205613472  31552 33481208    0    0 353440 73928 386311 822406 29  9 34 29  0
26 20 205072 205223360  31552 33481216    0    0 364864 57778 412323 879684 31  8 33 27  0
18 28 205072 204855456  31552 33481220    0    0 343440 80634 399985 852803 30  8 33 28  0
