procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  3 168844 218895680  30872 33436544    4    4   684  1550    0    0 23  4 69  4  0
 7 47 168844 218423472  31408 33443784    0    0 260869 94885 69556 121550  4  2 75 19  0
 1 46 168844 218139904  31408 33446324    0    0 252288 211537 82565 152198  4  2 59 35  0
 0 31 168844 217871920  31408 33448072    0    0 262368 205826 82144 157520  4  2 59 35  0
 0 50 168844 217577552  31408 33452232    0    0 240992 223400 78835 150290  5  2 58 35  0
 5 40 168844 217312544  31408 33455596    0    0 241632 224547 83978 167378  5  2 58 35  0
 0 48 168844 217041984  31416 33458916    0    0 250320 212696 85452 170173  5  2 58 35  0
 6 34 168844 216788416  31416 33462224    0    0 229216 241061 88616 176477  6  2 57 35  0
11 42 168844 216523424  31416 33466040    0    0 243472 226143 90139 181195  6  2 58 35  0
 5 48 168844 216271072  31416 33469644    0    0 233072 231231 85033 172885  5  2 58 36  0
 7 40 168844 216004720  31416 33473324    0    0 245376 224399 84203 171587  5  2 59 34  0
16 41 168844 215659136  31424 33478520    0    0 312000 143551 116476 240189  8  3 56 33  0
 9 29 168844 215213232  31424 33485644    0    0 408688 41230 149196 308229  9  3 55 32  0
10 37 168844 214777632  31424 33492620    0    0 401088 48528 154777 320006 10  3 54 32  0
11 45 168844 214318208  31424 33500956    0    0 400452 49037 163638 335651 10  4 55 32  0
14 33 168844 213855440  31424 33509248    0    0 400632 49266 163171 335443 11  4 53 32  0
10 29 168844 213429920  31424 33517300    0    0 389328 62299 172890 359602 12  4 52 32  0
 9 39 168844 212984512  31432 33526348    0    0 400992 50246 180579 374786 13  4 51 32  0
12 33 168844 212556352  31432 33535216    0    0 385984 66709 188793 392420 13  4 51 32  0
 8 33 168844 212103504  31432 33545192    0    0 407024 42773 200545 417437 14  5 50 32  0
15 22 168844 211678800  31432 33554768    0    0 381504 70588 192684 399871 14  4 50 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11 40 168844 211242688  31432 33565304    0    0 392320 55150 205922 429847 15  4 48 33  0
12 35 168844 210802000  31440 33575904    0    0 395280 55337 203662 423951 14  4 49 33  0
14 27 168844 210350016  31440 33588276    0    0 402672 43702 229008 478513 16  5 47 32  0
15 25 168844 209909552  31440 33600724    0    0 396496 51269 236996 492472 17  5 46 32  0
14 26 168844 209457664  31440 33613884    0    0 403024 43544 253403 528366 18  5 45 32  0
12 27 168844 209036208  31440 33627320    0    0 374720 72313 242523 507329 18  5 45 32  0
14 32 168844 208602192  31440 33642220    0    0 384848 61109 269095 564297 20  6 42 32  0
 5 34 168844 208174112  31448 33657152    0    0 378752 65579 271931 570603 21  5 42 32  0
24 31 168844 207740112  31448 33672356    0    0 385392 57075 266967 561015 20  5 43 32  0
22 24 168844 207290704  31448 33689216    0    0 396448 42402 285861 600250 22  6 40 32  0
15 25 168844 206853712  31448 33706036    0    0 385696 54127 292331 613417 24  6 39 32  0
22 28 168844 206418192  31448 33723704    0    0 382080 55160 315258 663222 24  7 38 31  0
 7 32 168844 205995952  31456 33741908    0    0 370880 63380 312355 658042 24  6 38 32  0
22 19 168844 205569712  31456 33760844    0    0 373200 60445 324458 685318 25  7 37 31  0
21 20 168844 205154128  31456 33780348    0    0 364016 68487 342461 721943 27  7 37 30  0
