procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  3 205072 223991008  31620 33475816    2    2   480  1152    0    0 16  3 79  2  0
 1 48 205072 223533344  31972 33481904    0    0 263073 95860 69033 124382  3  1 76 20  0
 3 44 205072 223243296  31972 33482652    0    0 266128 197895 80275 149808  4  2 58 36  0
 4 46 205072 222966784  31972 33482572    0    0 248688 215915 78634 149197  4  2 58 36  0
 2 49 205072 222682704  31972 33482508    0    0 259760 206005 83194 162402  4  2 59 35  0
 2 42 205072 222423040  31972 33482476    0    0 242208 223314 83077 163465  4  2 59 34  0
 1 44 205072 222150736  31980 33482476    0    0 257968 210209 81280 157406  4  1 60 34  0
 5 44 205072 221884512  31980 33482476    0    0 245728 219856 81949 166434  4  2 60 34  0
 9 40 205072 221623248  31980 33482476    0    0 253632 210174 80821 163218  4  2 60 34  0
 7 43 205072 221355008  31980 33481764    0    0 245232 224459 82403 169240  5  2 58 35  0
 1 38 205072 221101664  31980 33481732    0    0 247056 220839 82977 171285  5  2 58 35  0
 3 47 205072 220804064  31988 33481732    0    0 272560 188157 105337 217294  5  2 58 34  0
 9 37 205072 220354688  31988 33481732    0    0 429152 21528 158230 327045  8  3 55 33  0
 6 37 205072 219911760  31988 33481732    0    0 409424 42866 154519 319504  9  3 55 33  0
 5 41 205072 219468096  31988 33481732    0    0 421408 29323 169520 352038 10  4 54 33  0
 6 41 205072 219010288  31988 33481732    0    0 424048 25049 164452 341341 10  3 54 33  0
 5 41 205072 218575920  31988 33481724    0    0 404832 48179 177313 368205 10  4 53 33  0
 9 41 205072 218134112  31996 33481724    0    0 407760 44341 181052 376932 11  4 53 33  0
17 32 205072 217714368  31996 33481724    0    0 393776 56678 169977 354466 10  4 53 33  0
 9 40 205072 217254704  31996 33481724    0    0 419264 28908 195059 405052 12  4 52 32  0
13 33 205072 216820944  31996 33481724    0    0 401200 49248 191652 393432 12  4 52 33  0
