procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  3 205072 223661728  31480 33476616    2    2   499  1175    0    0 16  3 79  3  0
15 33 205072 223200432  31952 33485164    0    0 258985 101865 67485 120386  3  1 76 20  0
 3 47 205072 222905072  31952 33487564    0    0 263312 197795 77193 143139  4  2 62 33  0
 5 47 205072 222613920  31952 33490156    0    0 261120 194227 82409 150051  4  2 62 32  0
 0 43 205072 222333792  31952 33493220    0    0 259168 200857 86041 161885  4  2 60 33  0
 2 32 205072 222070304  31952 33496100    0    0 239520 222420 74343 145712  4  2 62 33  0
 5 33 205072 221792928  31960 33499228    0    0 253184 207255 79409 157928  4  2 62 32  0
 0 38 205072 221536240  31960 33502384    0    0 237472 226916 78075 158436  4  2 61 33  0
10 36 205072 221267904  31960 33505728    0    0 247888 212750 78789 159970  5  2 62 32  0
 0 42 205072 221001792  31960 33509116    0    0 245712 215228 81056 164588  5  2 61 32  0
 3 41 205072 220755536  31960 33512556    0    0 227216 230619 77575 159311  5  2 61 33  0
 1 43 205072 220453104  31968 33516604    0    0 280336 175721 94545 194591  5  2 61 32  0
 9 32 205072 220067456  31968 33522452    0    0 358256 87384 122987 254736  7  3 59 32  0
 5 28 205072 219632960  31968 33528992    0    0 400800 41147 139643 287449  8  3 57 31  0
 9 29 205072 219194848  31968 33535868    0    0 404656 38204 146210 303477  9  3 57 31  0
11 30 205072 218763584  31968 33543576    0    0 393424 47527 154585 321639 10  3 56 31  0
 6 29 205072 218315328  31968 33551432    0    0 412528 28161 157833 327352 10  3 55 31  0
 7 40 205072 217895952  31976 33558904    0    0 382304 60232 151711 312668 10  3 55 32  0
27 20 205072 217480064  31976 33567392    0    0 375968 65566 172117 358149 11  4 53 32  0
 9 34 205072 217057840  31976 33575640    0    0 370464 68243 164804 342949 11  4 54 31  0
 4 36 205072 216658208  31976 33584408    0    0 359104 79450 174063 363116 12  4 53 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10 27 205072 216271536  31976 33593212    0    0 347712 91799 171756 358080 11  4 53 32  0
16 25 205072 215869680  31984 33602652    0    0 360224 76368 180233 376876 12  4 52 32  0
 2 30 205072 215478368  31984 33612192    0    0 352080 83830 182377 381331 12  4 51 32  0
10 25 205072 215088016  31984 33621868    0    0 352592 83545 180982 378671 12  4 51 33  0
 7 27 205072 214680176  31984 33632360    0    0 364080 68501 198520 415928 13  4 50 32  0
11 26 205072 214287584  31984 33642068    0    0 350592 83141 195121 405812 14  4 49 33  0
12 26 205072 213894656  31984 33653940    0    0 351376 80880 215863 452386 15  5 49 32  0
12 28 205072 213512896  31992 33665236    0    0 339568 88122 208614 436115 15  4 48 32  0
26 23 205072 213135392  31992 33677296    0    0 337568 88906 210114 442753 15  4 49 32  0
16 13 205072 212756800  31992 33689636    0    0 337504 88652 218063 459312 16  4 48 32  0
17 22 205072 212376528  31992 33702468    0    0 337136 89806 229301 481236 16  5 48 31  0
21 20 205072 211998064  31992 33715636    0    0 336960 87320 235197 496130 17  5 47 31  0
18 29 205072 211614672  32000 33729204    0    0 342096 79635 242609 511379 18  5 47 31  0
19 28 205072 211226176  32000 33744516    0    0 342240 73360 252122 532830 19  5 46 30  0
12 19 205072 210843856  32000 33759608    0    0 338544 76881 264876 560405 20  6 45 29  0
 5 33 205072 210485664  32000 33774344    0    0 315120 103778 241150 509258 18  5 47 31  0
14 25 205072 210126416  32000 33788836    0    0 319216 96829 256002 542766 19  5 46 29  0
10 20 205072 209751920  32000 33805720    0    0 326656 82734 275923 584112 21  6 45 27  0
20 13 205072 209391680  32008 33821280    0    0 318192 89582 276176 586593 21  5 45 28  0
 5 33 205072 209025808  32008 33838412    0    0 321360 84765 282665 601079 21  6 46 27  0
18 18 205072 208667840  32008 33855500    0    0 315792 87409 298011 634197 24  6 44 27  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
28 11 205072 208300528  32008 33873432    0    0 321904 79924 300565 639550 23  6 45 26  0
19 21 205072 207943760  32008 33891272    0    0 312480 88334 299561 634752 23  6 45 26  0
22 18 205072 207586544  32016 33909424    0    0 313440 84836 319205 652414 24  6 44 26  0
 4 26 205072 207224160  32016 33928832    0    0 317760 77277 331022 672405 24  6 44 25  0
10 23 205072 206877984  32016 33947148    0    0 304576 93225 314233 638287 23  6 45 26  0
22 16 205072 206576528  32016 33963184    0    0 264064 145895 287508 580342 20  6 48 26  0
23 12 205072 206230576  32016 33981800    0    0 303584 93249 308287 656362 24  7 44 25  0
27 19 205072 205934448  32016 33998356    0    0 258768 144637 281307 601572 22  6 49 23  0
23 16 205072 205639072  32024 34015004    0    0 259344 141401 284317 607590 22  6 49 24  0
18 14 205072 205345392  32024 34032016    0    0 255904 148070 277191 590198 21  6 49 25  0
39 12 205072 205049840  32024 34049472    0    0 260768 138040 295567 632424 23  6 48 23  0
15 24 205072 204749600  32024 34067112    0    0 263344 138261 287729 614950 22  6 48 23  0
28 11 205072 204452736  32024 34085016    0    0 259968 134571 292190 627147 22  6 48 23  0
26 18 205072 204165664  32032 34102528    0    0 251824 146714 290999 622999 23  6 48 23  0
24 11 205072 203866640  32032 34120980    0    0 261760 131184 317791 682037 25  7 46 22  0
18 14 205072 203576864  32032 34138792    0    0 255120 143576 297525 635718 23  6 47 23  0
18  7 205072 203286272  32032 34157592    0    0 253840 139091 309237 662141 24  7 47 22  0
21 11 205072 203000896  32032 34175804    0    0 251504 139179 313923 673328 25  7 47 21  0
39  9 205072 202709216  32032 34194164    0    0 257600 135819 316410 679139 25  7 47 22  0
 9 19 205072 202422864  32040 34212020    0    0 252704 142088 299448 640282 23  6 48 22  0
16 17 205072 202139584  32040 34229996    0    0 247408 144577 301473 645593 23  6 48 23  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15 14 205072 201851008  32040 34249184    0    0 254688 136588 321103 689199 26  7 47 20  0
20  8 205072 201562400  32040 34267628    0    0 252352 139647 317224 679544 25  7 48 21  0
15 22 205072 201276256  32040 34287168    0    0 253360 132985 322659 694425 26  7 48 20  0
14 16 205072 200990416  32048 34306224    0    0 251472 136490 317392 680292 24  7 48 20  0
19  9 205072 200706544  32048 34325444    0    0 248816 141340 321173 689517 26  7 46 22  0
